tag,symbol,kind,tf,trades,pf,win,avg,sharpe,mdd,cagr,expo,final,n_bars
BNB-TSMOM-H16,bnbusdt,TSMOM,16h,373,1.1718785370550502,0.8364611260053619,0.003113939649294017,0.3836456996560648,-0.7908851301001557,0.053832396730735255,0.5497115710892433,1.3260845729480442,2947
DOGE-TSMOM-H16,dogeusdt,TSMOM,16h,328,2.0493413620462757,0.8140243902439024,0.029069453173536947,1.2325242052847347,-0.7708431876330377,2.007097240327114,0.4540210383440787,374.7138334871325,2947
AVAX-TSMOM-H16,avaxusdt,TSMOM,16h,163,1.4274377234306197,0.5644171779141104,0.027796861660458486,0.8583785880008186,-0.8232984096099529,0.4543748469601936,0.5453003053953173,7.50982162881432,2947
SUI-TSMOM-H16,suiusdt,TSMOM,16h,203,1.3672841094097963,0.8522167487684729,0.010015061834159285,0.8938571114663112,-0.633867133552852,0.4233079505565327,0.6608747753145596,2.933030448487406,1669
APT-TSMOM-H16,aptusdt,TSMOM,16h,249,1.1854973543392926,0.7791164658634538,0.005062236403026642,0.5304663695401411,-0.7175827197671822,0.12926790552985312,0.4574630667345899,1.5463139884274086,1963
ARB-TSMOM-H16,arbusdt,TSMOM,16h,252,1.2776108280429392,0.6587301587301587,0.00620547789574468,0.869907255496087,-0.5115610567918811,0.395836890126251,0.3115606936416185,2.8684752670855955,1730
BTC-TSMOM-D2,btcusdt,TSMOM,2D,56,1.582082036451785,0.6607142857142857,0.0285168020798588,0.629693974192425,-0.7010103095555682,0.1968766772684878,0.7436419125127162,2.6326772046725684,983
ETH-TSMOM-D2,ethusdt,TSMOM,2D,68,0.7406868375840243,0.6470588235294118,-0.015027961488067065,-0.4390935865578184,-0.8800598755487669,-0.25298402601231706,0.5320447609359105,0.2078340048227743,983
SOL-TSMOM-D2,solusdt,TSMOM,2D,100,1.5891551102521606,0.68,0.029942205661998966,0.7176275489677955,-0.6263897579658246,0.30554525002103916,0.5635808748728383,4.20426638915526,983
XRP-TSMOM-D2,xrpusdt,TSMOM,2D,125,1.5279335690026727,0.624,0.02385700301290472,0.6730816714175736,-0.8523455526883943,0.29287231410002534,0.5116988809766022,3.9890756465158215,983
LINK-TSMOM-D2,linkusdt,TSMOM,2D,78,0.5998222746167846,0.717948717948718,-0.0297976699529975,-0.6475665405306552,-0.9895458878822774,-0.5243238853199335,0.6266531027466938,0.01827686286147351,983
NEAR-TSMOM-D2,nearusdt,TSMOM,2D,86,1.7586801384554065,0.7441860465116279,0.05267732351481875,0.9705117112501895,-0.7819205410481985,0.5520825718235234,0.43743641912512715,10.673940285198073,983
BNB-TSMOM-D2,bnbusdt,TSMOM,2D,166,1.4954096382096895,0.7530120481927711,0.011800282785061603,0.8699167915130308,-0.48743528291927685,0.31236706135723,0.4211597151576806,4.3239587351507485,983
DOGE-TSMOM-D2,dogeusdt,TSMOM,2D,124,2.3236182057451877,0.6370967741935484,0.05615696608509123,0.9684975021850896,-0.6957396305936072,1.1791519819925025,0.323499491353001,66.39242559011733,983
AVAX-TSMOM-D2,avaxusdt,TSMOM,2D,107,1.3628324195452253,0.7383177570093458,0.022743379361025395,0.5760257934306469,-0.7070699843864303,0.12282744091795772,0.44354018311291965,1.8663843195309031,983
SUI-TSMOM-D2,suiusdt,TSMOM,2D,79,1.6123438098295249,0.7215189873417721,0.028657225302625,1.020373743386845,-0.5790252198938899,0.6024601405295791,0.3518850987432675,4.217177343442691,557
ARB-TSMOM-D2,arbusdt,TSMOM,2D,81,1.976690100596523,0.7407407407407407,0.030125927065719923,1.376924551450486,-0.4174808972185742,0.8252872928620547,0.31369150779896016,6.702491525841996,577
BTC-TSMOM-D3,btcusdt,TSMOM,3D,94,1.232967254911508,0.8829787234042553,0.006869914867193873,0.27512756358875123,-0.7678417103784252,0.005288225419277648,0.7129770992366412,1.028801441179232,655
