tag,symbol,entry_ts,exit_ts,entry_px,exit_px,reason,gross_bp,net_bp,mfe_bp,in_bounce
INJ-TSMOM-H8,injusdt,1780531200000,1780532100000,6.51700000,6.36100000,EARLY_KILL,-239.37,-261.37,0.00,0
INJ-TSMOM-H12,injusdt,1780531200000,1780532100000,6.51700000,6.36100000,EARLY_KILL,-239.37,-261.37,0.00,0
NEAR-ICHI-H8,nearusdt,1780531200000,1780532100000,2.81700000,2.76600000,EARLY_KILL,-181.04,-203.04,0.00,0
NEAR-TSMOM-H12,nearusdt,1780660800000,1780661700000,2.01800000,1.99900000,EARLY_KILL,-94.15,-116.15,0.00,0
NEAR-TSMOM-H12,nearusdt,1780704000000,1780706700000,1.96900000,1.98500000,GIVEBACK,81.26,59.26,116.81,0
NEAR-TSMOM-H12,nearusdt,1780747200000,1780748100000,1.91800000,1.88900000,EARLY_KILL,-151.20,-173.20,0.00,0
NEAR-TSMOM-H12,nearusdt,1780790400000,1780793100000,1.85900000,1.87800000,GIVEBACK,102.21,80.21,150.62,0
NEAR-TSMOM-H12,nearusdt,1780833600000,1780834500000,1.91900000,1.85700000,EARLY_KILL,-323.08,-345.08,0.00,0
NEAR-TSMOM-H12,nearusdt,1781006400000,1781009100000,2.15900000,2.16600000,GIVEBACK,32.42,10.42,111.16,0
NEAR-TSMOM-H12,nearusdt,1781049600000,1781050500000,2.15200000,2.11300000,EARLY_KILL,-181.23,-203.23,0.00,0
SUI-TSMOM-H4,suiusdt,1781208000000,1781208900000,0.76330000,0.75660000,EARLY_KILL,-87.78,-109.78,0.00,0
SUI-TSMOM-H4,suiusdt,1781222400000,1781225100000,0.75510000,0.75310000,SL,-26.49,-48.49,37.08,0
TIA-TSMOM-H8,tiausdt,1781222400000,1781225100000,0.32310000,0.32220000,SL,-27.86,-49.86,49.52,0
INJ-TSMOM-H8,injusdt,1781222400000,1781225100000,5.40300000,5.42100000,SL,33.31,11.31,90.69,0
SOL-TSMOM-H4,solusdt,1781222400000,1781226900000,66.93000000,66.42000000,SL,-76.20,-96.20,26.89,0
INJ-TSMOM-H8,injusdt,1781251200000,1781253900000,5.40400000,5.40200000,SL,-3.70,-25.70,99.93,0
NEAR-TSMOM-H4,nearusdt,1781323200000,1781324100000,2.01400000,1.99500000,EARLY_KILL,-94.34,-116.34,0.00,0
SUI-TSMOM-H4,suiusdt,1781323200000,1781327700000,0.75090000,0.74770000,SL,-42.62,-64.62,29.30,0
SOL-TSMOM-H4,solusdt,1781323200000,1781334900000,66.88000000,66.96000000,SL,11.96,-8.04,50.84,0
INJ-TSMOM-H8,injusdt,1781337600000,1781338500000,5.32500000,5.26900000,EARLY_KILL,-105.16,-127.16,0.00,0
FET-TSMOM-H8,fetusdt,1781366400000,1781367300000,0.20770000,0.20240000,EARLY_KILL,-255.18,-277.18,0.00,0
INJ-TSMOM-H8,injusdt,1781366400000,1781367300000,5.29800000,5.15900000,EARLY_KILL,-262.36,-284.36,0.00,0
NEAR-TSMOM-H4,nearusdt,1781424000000,1781426700000,2.10300000,2.11300000,GIVEBACK,47.55,25.55,123.63,0
NEAR-TSMOM-H8,nearusdt,1781424000000,1781426700000,2.10300000,2.11300000,GIVEBACK,47.55,25.55,123.63,0
TIA-TSMOM-H8,tiausdt,1781424000000,1781426700000,0.33890000,0.33920000,SL,8.85,-13.15,56.06,0
SEI-TSMOM-H8,seiusdt,1781424000000,1781426700000,0.05348000,0.05330000,SL,-33.66,-55.66,63.58,0
SOL-TSMOM-H4,solusdt,1781424000000,1781428500000,68.23000000,67.92000000,SL,-45.43,-65.43,20.52,0
SUI-TSMOM-H4,suiusdt,1781424000000,1781428500000,0.75900000,0.75530000,SL,-48.75,-70.75,21.08,0
LINK-TSMOM-H6,linkusdt,1781481600000,1781482500000,8.18100000,8.13400000,EARLY_KILL,-57.45,-79.45,0.00,0
BNB-TSMOM-D1,bnbusdt,1781481600000,1781486100000,616.79000000,613.08000000,SL,-60.15,-80.15,20.91,0
LINK-TSMOM-H6,linkusdt,1781503200000,1781507700000,8.20900000,8.17700000,SL,-38.98,-60.98,26.80,0
NEAR-TSMOM-H12,nearusdt,1781524800000,1781525700000,2.49500000,2.44200000,EARLY_KILL,-212.42,-234.42,4.01,0
NEAR-TSMOM-H4,nearusdt,1781524800000,1781525700000,2.49500000,2.44200000,EARLY_KILL,-212.42,-234.42,4.01,0
SUI-TSMOM-H4,suiusdt,1781524800000,1781527500000,0.80880000,0.81260000,SL,46.98,24.98,87.78,0
FET-TSMOM-H12,fetusdt,1781524800000,1781525700000,0.22140000,0.21860000,EARLY_KILL,-126.47,-148.47,4.52,0
INJ-TSMOM-H12,injusdt,1781524800000,1781525700000,5.48900000,5.43000000,EARLY_KILL,-107.49,-129.49,0.00,0
LINK-TSMOM-H6,linkusdt,1781524800000,1781531100000,8.30700000,8.47000000,TRAIL,196.22,174.22,257.61,0
SOL-TSMOM-H4,solusdt,1781524800000,1781529300000,72.61000000,72.72000000,SL,15.15,-4.85,53.71,0
TIA-TSMOM-H12,tiausdt,1781524800000,1781529300000,0.36300000,0.37100000,GIVEBACK,220.39,198.39,330.58,0
BNB-TSMOM-D1,bnbusdt,1781568000000,1781576100000,617.87000000,611.10000000,SL,-109.57,-129.57,20.39,0
FET-TSMOM-H8,fetusdt,1781596800000,1781597700000,0.21380000,0.21200000,EARLY_KILL,-84.19,-106.19,0.00,0
INJ-TSMOM-H8,injusdt,1781596800000,1781597700000,5.82100000,5.75600000,EARLY_KILL,-111.66,-133.66,0.00,0
NEAR-TSMOM-H4,nearusdt,1781625600000,1781626500000,2.33900000,2.31400000,EARLY_KILL,-106.88,-128.88,0.00,0
NEAR-TSMOM-H8,nearusdt,1781625600000,1781626500000,2.33900000,2.31400000,EARLY_KILL,-106.88,-128.88,0.00,0
TIA-TSMOM-H8,tiausdt,1781625600000,1781626500000,0.37480000,0.37280000,EARLY_KILL,-53.36,-75.36,2.67,0
SEI-TSMOM-H8,seiusdt,1781625600000,1781626500000,0.05345000,0.05306000,EARLY_KILL,-72.97,-94.97,0.00,0
SOL-TSMOM-H4,solusdt,1781625600000,1781635500000,73.29000000,74.00000000,GIVEBACK,96.88,76.88,143.27,0
SUI-TSMOM-H4,suiusdt,1781625600000,1781635500000,0.78410000,0.79450000,TRAIL,132.64,110.64,186.20,0
BNB-TSMOM-D1,bnbusdt,1781654400000,1781662500000,604.94000000,604.19000000,SL,-12.40,-32.40,47.11,0
LINK-TSMOM-H6,linkusdt,1781697600000,1781698500000,8.15700000,8.08400000,EARLY_KILL,-89.49,-111.49,0.00,0
INJ-TSMOM-H12,injusdt,1781697600000,1781698500000,5.41900000,5.36300000,EARLY_KILL,-103.34,-125.34,3.69,0
SOL-TSMOM-H4,solusdt,1781726400000,1781730900000,71.66000000,71.38000000,SL,-39.07,-59.07,82.33,0
NEAR-TSMOM-H4,nearusdt,1781726400000,1781730900000,2.23700000,2.21800000,GIVEBACK,-84.94,-106.94,116.23,0
SUI-TSMOM-H4,suiusdt,1781726400000,1781730900000,0.77380000,0.77080000,SL,-38.77,-60.77,86.59,0
LINK-TSMOM-H16,linkusdt,1781798400000,1781802900000,7.78800000,7.78800000,SL,0.00,-20.00,91.17,0
NEAR-TSMOM-H4,nearusdt,1781827200000,1781828100000,2.23700000,2.22500000,EARLY_KILL,-53.64,-75.64,0.00,0
NEAR-TSMOM-H8,nearusdt,1781827200000,1781828100000,2.23700000,2.22500000,EARLY_KILL,-53.64,-75.64,0.00,0
INJ-TSMOM-H8,injusdt,1781827200000,1781828100000,5.40600000,5.32100000,EARLY_KILL,-157.23,-179.23,0.00,0
SEI-TSMOM-H8,seiusdt,1781827200000,1781828100000,0.05540000,0.05505000,EARLY_KILL,-63.18,-85.18,0.00,0
LINK-TSMOM-H6,linkusdt,1781827200000,1781831700000,8.01600000,7.98400000,SL,-39.92,-61.92,22.46,0
FET-TSMOM-H8,fetusdt,1781827200000,1781831700000,0.19770000,0.19740000,SL,-15.17,-37.17,60.70,0
TIA-TSMOM-H8,tiausdt,1781827200000,1781831700000,0.39340000,0.39460000,GIVEBACK,30.50,8.50,157.60,0
SOL-TSMOM-H4,solusdt,1781827200000,1781835300000,69.71000000,69.41000000,SL,-43.04,-63.04,45.90,0
DOGE-TSMOM-H8,dogeusdt,1781827200000,1781837100000,0.08352000,0.08365000,SL,15.57,-6.43,52.68,0
DOGE-TSMOM-H8,dogeusdt,1781856000000,1781860500000,0.08235000,0.08208000,SL,-32.79,-54.79,40.07,0
DOGE-TSMOM-H8,dogeusdt,1781884800000,1781887500000,0.08320000,0.08289000,SL,-37.26,-59.26,25.24,0
DOGE-TSMOM-H8,dogeusdt,1781913600000,1781916300000,0.08357000,0.08348000,SL,-10.77,-32.77,43.08,0
SOL-TSMOM-H4,solusdt,1781928000000,1781932500000,70.00000000,70.72000000,GIVEBACK,102.86,82.86,155.71,0
NEAR-TSMOM-H4,nearusdt,1781928000000,1781932500000,2.16000000,2.16700000,SL,32.41,10.41,78.70,0
LINK-TSMOM-H6,linkusdt,1781935200000,1781939700000,7.99000000,7.95400000,SL,-45.06,-67.06,27.53,0
TIA-TSMOM-H8,tiausdt,1781942400000,1781945100000,0.38060000,0.38120000,SL,15.76,-6.24,63.06,0
SEI-TSMOM-H8,seiusdt,1781942400000,1781945100000,0.05466000,0.05457000,SL,-16.47,-38.47,64.03,0
SOL-TSMOM-H4,solusdt,1781942400000,1781946900000,71.60000000,71.21000000,EARLY_KILL,-54.47,-74.47,6.98,0
NEAR-TSMOM-H8,nearusdt,1781942400000,1781950500000,2.14100000,2.13500000,SL,-28.02,-50.02,74.73,0
DOGE-TSMOM-H8,dogeusdt,1781942400000,1781954100000,0.08409000,0.08377000,SL,-38.05,-60.05,26.16,0
SOL-TSMOM-H4,solusdt,1781956800000,1781957700000,71.78000000,71.38000000,EARLY_KILL,-55.73,-75.73,0.00,0
NEAR-TSMOM-H4,nearusdt,1781956800000,1781959500000,2.13500000,2.14400000,SL,42.15,20.15,79.63,0
TIA-TSMOM-H12,tiausdt,1781956800000,1781959500000,0.37600000,0.37470000,SL,-34.57,-56.57,37.23,0
INJ-TSMOM-H12,injusdt,1781956800000,1781959500000,5.07400000,5.07400000,SL,0.00,-22.00,82.77,0
LINK-TSMOM-H6,linkusdt,1781956800000,1781961300000,7.93900000,7.85900000,SL,-100.77,-122.77,16.37,0
BNB-TSMOM-D1,bnbusdt,1782000000000,1782015300000,588.03000000,589.10000000,SL,18.20,-1.80,50.51,0
LINK-TSMOM-H16,linkusdt,1782028800000,1782029700000,7.95000000,7.89800000,EARLY_KILL,-65.41,-85.41,0.00,0
NEAR-TSMOM-H4,nearusdt,1782043200000,1782044100000,2.23500000,2.16000000,EARLY_KILL,-335.57,-357.57,0.00,0
TIA-TSMOM-H12,tiausdt,1782043200000,1782044100000,0.37440000,0.37210000,EARLY_KILL,-61.43,-83.43,5.34,0
SOL-TSMOM-H4,solusdt,1782043200000,1782058500000,73.21000000,73.80000000,GIVEBACK,80.59,60.59,147.52,0
LINK-TSMOM-H6,linkusdt,1782064800000,1782072900000,7.94200000,7.87400000,SL,-85.62,-107.62,37.77,0
LINK-TSMOM-H6,linkusdt,1782129600000,1782134100000,8.08700000,8.08500000,SL,-2.47,-24.47,51.94,0
NEAR-TSMOM-H8,nearusdt,1782144000000,1782148500000,2.12100000,2.11400000,SL,-33.00,-55.00,51.86,0
LINK-TSMOM-H16,linkusdt,1782144000000,1782148500000,7.98700000,7.90900000,SL,-97.66,-117.66,16.28,0
TIA-TSMOM-H8,tiausdt,1782144000000,1782148500000,0.39990000,0.39900000,GIVEBACK,-22.51,-44.51,167.54,0
SEI-TSMOM-H8,seiusdt,1782144000000,1782148500000,0.05489000,0.05457000,SL,-58.30,-80.30,63.76,0
LINK-TSMOM-H6,linkusdt,1782172800000,1782173700000,7.87400000,7.82800000,EARLY_KILL,-58.42,-80.42,0.00,0
LINK-TSMOM-H12,linkusdt,1782172800000,1782173700000,7.87400000,7.82800000,EARLY_KILL,-58.42,-80.42,0.00,0
NEAR-TSMOM-H12,nearusdt,1782259200000,1782263700000,1.98200000,1.97800000,SL,-20.18,-42.18,80.73,0
TIA-TSMOM-H12,tiausdt,1782259200000,1782263700000,0.37670000,0.38110000,GIVEBACK,116.80,94.80,233.61,0
APT-TSMOM-H8,aptusdt,1782288000000,1782291600000,0.64500000,0.64700000,SL,31.01,9.01,62.02,0
AVAX-TSMOM-H8,avaxusdt,1782288000000,1782297900000,6.39500000,6.40400000,SL,14.07,-7.93,56.29,0
NEAR-TSMOM-H12,nearusdt,1782302400000,1782303300000,1.97400000,1.96200000,EARLY_KILL,-60.79,-82.79,0.00,0
TIA-TSMOM-H12,tiausdt,1782302400000,1782303300000,0.37290000,0.36980000,EARLY_KILL,-83.13,-105.13,2.68,0
LINK-TSMOM-H12,linkusdt,1782302400000,1782303300000,7.63300000,7.58100000,EARLY_KILL,-68.13,-90.13,0.00,0
NEAR-TSMOM-H12,nearusdt,1782345600000,1782346500000,1.96500000,1.95400000,EARLY_KILL,-55.98,-77.98,0.00,0
TIA-TSMOM-H12,tiausdt,1782345600000,1782346500000,0.37390000,0.36990000,EARLY_KILL,-106.98,-128.98,0.00,0
SEI-TSMOM-H8,seiusdt,1782345600000,1782348300000,0.05533000,0.05536000,SL,5.42,-16.58,66.87,0
SOL-TSMOM-H4,solusdt,1782460800000,1782461700000,70.77000000,69.72000000,EARLY_KILL,-148.37,-168.37,1.41,0
INJ-TSMOM-H8,injusdt,1782547200000,1782548100000,5.04600000,4.98700000,EARLY_KILL,-116.92,-138.92,1.98,0
TIA-TSMOM-H8,tiausdt,1782576000000,1782576900000,0.38210000,0.38000000,EARLY_KILL,-54.96,-76.96,5.23,0
TIA-TSMOM-H8,tiausdt,1782604800000,1782607500000,0.37350000,0.37500000,GIVEBACK,40.16,18.16,139.22,0
TIA-TSMOM-H8,tiausdt,1782662400000,1782663300000,0.37460000,0.36830000,EARLY_KILL,-168.18,-190.18,2.67,0
SOL-TSMOM-H4,solusdt,1782763200000,1782764100000,75.98000000,75.27000000,EARLY_KILL,-93.45,-113.45,0.00,0
SOL-TSMOM-H4,solusdt,1782777600000,1782778500000,75.16000000,74.19000000,EARLY_KILL,-129.06,-149.06,1.33,0
SUI-TSMOM-H4,suiusdt,1782777600000,1782778500000,0.70270000,0.69180000,EARLY_KILL,-155.12,-177.12,0.00,0
FET-TSMOM-H8,fetusdt,1782777600000,1782778500000,0.17720000,0.17500000,EARLY_KILL,-124.15,-146.15,0.00,0
TIA-TSMOM-H8,tiausdt,1782777600000,1782778500000,0.39010000,0.38650000,EARLY_KILL,-92.28,-114.28,0.00,0
TIA-TSMOM-H12,tiausdt,1782777600000,1782778500000,0.39010000,0.38650000,EARLY_KILL,-92.28,-114.28,0.00,0
INJ-TSMOM-H8,injusdt,1782777600000,1782778500000,4.73100000,4.69000000,EARLY_KILL,-86.66,-108.66,0.00,0
SOL-ICHI-H8,solusdt,1782777600000,1782778500000,75.16000000,74.19000000,EARLY_KILL,-129.06,-149.06,1.33,0
SOL-TSMOM-H4,solusdt,1782878400000,1782881100000,75.48000000,75.57000000,SL,11.92,-8.08,51.67,0
SUI-TSMOM-H4,suiusdt,1782878400000,1782879300000,0.70780000,0.70180000,EARLY_KILL,-84.77,-106.77,0.00,0
SOL-TSMOM-H4,solusdt,1782892800000,1782893700000,74.87000000,74.46000000,EARLY_KILL,-54.76,-74.76,0.00,0
SUI-TSMOM-H4,suiusdt,1782892800000,1782893700000,0.69710000,0.69200000,EARLY_KILL,-73.16,-95.16,0.00,0
TIA-TSMOM-H8,tiausdt,1782892800000,1782895500000,0.36530000,0.37130000,GIVEBACK,164.25,142.25,268.27,0
INJ-TSMOM-H8,injusdt,1782892800000,1782893700000,4.63200000,4.59000000,EARLY_KILL,-90.67,-112.67,0.00,0
FET-TSMOM-H8,fetusdt,1782892800000,1782899100000,0.17400000,0.17710000,GIVEBACK,178.16,156.16,287.36,0
SOL-TSMOM-H4,solusdt,1782907200000,1782908100000,74.84000000,74.27000000,EARLY_KILL,-76.16,-96.16,0.00,0
SUI-TSMOM-H4,suiusdt,1782907200000,1782908100000,0.69930000,0.69530000,EARLY_KILL,-57.20,-79.20,0.00,0
FET-TSMOM-H8,fetusdt,1782921600000,1782922500000,0.18020000,0.17840000,EARLY_KILL,-99.89,-121.89,5.55,0
INJ-TSMOM-H8,injusdt,1782921600000,1782922500000,4.82600000,4.78700000,EARLY_KILL,-80.81,-102.81,0.00,0
SOL-TSMOM-H4,solusdt,1783008000000,1783008900000,80.86000000,80.15000000,EARLY_KILL,-87.81,-107.81,1.24,0
NEAR-TSMOM-H4,nearusdt,1783008000000,1783010700000,1.91400000,1.92600000,GIVEBACK,62.70,40.70,104.49,0
SUI-TSMOM-H4,suiusdt,1783008000000,1783008900000,0.74050000,0.73390000,EARLY_KILL,-89.13,-111.13,0.00,0
AVAX-TSMOM-H8,avaxusdt,1783008000000,1783008900000,6.77700000,6.73800000,EARLY_KILL,-57.55,-79.55,0.00,0
TIA-TSMOM-H8,tiausdt,1783008000000,1783008900000,0.37170000,0.36890000,EARLY_KILL,-75.33,-97.33,2.69,0
SOL-ICHI-H8,solusdt,1783008000000,1783008900000,80.86000000,80.15000000,EARLY_KILL,-87.81,-107.81,1.24,0
INJ-TSMOM-H8,injusdt,1783036800000,1783039500000,4.62500000,4.68900000,GIVEBACK,138.38,116.38,289.73,0
FET-TSMOM-H8,fetusdt,1783036800000,1783043100000,0.18330000,0.18480000,GIVEBACK,81.83,59.83,136.39,0
XRP-TSMOM-H16,xrpusdt,1783065600000,1783068300000,1.10250000,1.10010000,SL,-21.77,-41.77,45.35,0
FET-TSMOM-H8,fetusdt,1783065600000,1783066500000,0.18780000,0.18680000,EARLY_KILL,-53.25,-75.25,5.32,0
INJ-TSMOM-H8,injusdt,1783065600000,1783070100000,4.76600000,4.75300000,SL,-27.28,-49.28,48.26,0
LINK-TSMOM-H6,linkusdt,1783080000000,1783080900000,7.87600000,7.83400000,EARLY_KILL,-53.33,-75.33,0.00,0
INJ-TSMOM-H12,injusdt,1783080000000,1783080900000,4.92200000,4.85800000,EARLY_KILL,-130.03,-152.03,0.00,0
FET-TSMOM-H12,fetusdt,1783080000000,1783088100000,0.18680000,0.18490000,SL,-101.71,-123.71,69.59,0
SOL-TSMOM-H4,solusdt,1783108800000,1783111500000,82.48000000,82.72000000,SL,29.10,9.10,63.05,0
NEAR-TSMOM-H4,nearusdt,1783108800000,1783111500000,2.01000000,2.03200000,GIVEBACK,109.45,87.45,169.15,0
SUI-TSMOM-H4,suiusdt,1783108800000,1783111500000,0.76910000,0.77520000,GIVEBACK,79.31,57.31,137.82,0
SUI-TSMOM-H4,suiusdt,1783123200000,1783124100000,0.76920000,0.76460000,EARLY_KILL,-59.80,-81.80,1.30,0
AVAX-TSMOM-H8,avaxusdt,1783123200000,1783125900000,6.94800000,6.93200000,SL,-23.03,-45.03,34.54,0
TIA-TSMOM-H8,tiausdt,1783123200000,1783124100000,0.40240000,0.39810000,EARLY_KILL,-106.86,-128.86,0.00,0
TIA-TSMOM-H12,tiausdt,1783123200000,1783124100000,0.40240000,0.39810000,EARLY_KILL,-106.86,-128.86,0.00,0
SOL-TSMOM-H4,solusdt,1783123200000,1783127700000,82.34000000,81.80000000,SL,-65.58,-85.58,48.58,0
NEAR-TSMOM-H4,nearusdt,1783123200000,1783127700000,2.04500000,2.00800000,SL,-180.93,-202.93,58.68,0
XRP-TSMOM-H16,xrpusdt,1783180800000,1783181700000,1.17240000,1.16370000,EARLY_KILL,-74.21,-94.21,0.00,0
FET-TSMOM-H8,fetusdt,1783180800000,1783181700000,0.18640000,0.18430000,EARLY_KILL,-112.66,-134.66,0.00,0
INJ-TSMOM-H8,injusdt,1783180800000,1783181700000,4.86300000,4.82300000,EARLY_KILL,-82.25,-104.25,0.00,0
LINK-TSMOM-H16,linkusdt,1783180800000,1783188900000,8.08800000,8.08100000,SL,-8.65,-28.65,89.02,0
BNB-TSMOM-D1,bnbusdt,1783209600000,1783210500000,575.37000000,572.15000000,EARLY_KILL,-55.96,-75.96,0.17,0
NEAR-TSMOM-H4,nearusdt,1783224000000,1783226700000,1.96600000,1.97100000,SL,25.43,3.43,61.04,0
SUI-TSMOM-H4,suiusdt,1783224000000,1783226700000,0.74220000,0.74300000,SL,10.78,-11.22,59.28,0
SOL-TSMOM-H4,solusdt,1783224000000,1783228500000,80.56000000,80.24000000,SL,-39.72,-59.72,38.48,0
NEAR-TSMOM-H4,nearusdt,1783238400000,1783241100000,1.95800000,1.95400000,SL,-20.43,-42.43,35.75,0
NEAR-TSMOM-H8,nearusdt,1783238400000,1783241100000,1.95800000,1.95400000,SL,-20.43,-42.43,35.75,0
TIA-TSMOM-H8,tiausdt,1783238400000,1783239300000,0.39330000,0.39110000,EARLY_KILL,-55.94,-77.94,0.00,0
SOL-TSMOM-H4,solusdt,1783238400000,1783242900000,80.72000000,79.68000000,SL,-128.84,-148.84,18.58,0
SUI-TSMOM-H4,suiusdt,1783238400000,1783242900000,0.74530000,0.73740000,SL,-106.00,-128.00,29.52,0
AVAX-TSMOM-H8,avaxusdt,1783238400000,1783242900000,6.81800000,6.77500000,SL,-63.07,-85.07,27.87,0
LINK-TSMOM-H6,linkusdt,1783274400000,1783278900000,7.97900000,8.00300000,SL,30.08,8.08,72.69,0
LINK-TSMOM-H6,linkusdt,1783296000000,1783296900000,8.06300000,8.00300000,EARLY_KILL,-74.41,-96.41,0.00,0
LINK-TSMOM-H16,linkusdt,1783296000000,1783296900000,8.06300000,8.00300000,EARLY_KILL,-74.41,-94.41,0.00,0
FET-TSMOM-H8,fetusdt,1783296000000,1783296900000,0.17960000,0.17640000,EARLY_KILL,-178.17,-200.17,0.00,0
FET-TSMOM-H12,fetusdt,1783296000000,1783296900000,0.17960000,0.17640000,EARLY_KILL,-178.17,-200.17,0.00,0
INJ-TSMOM-H8,injusdt,1783296000000,1783296900000,4.81400000,4.74300000,EARLY_KILL,-147.49,-169.49,0.00,0
INJ-TSMOM-H12,injusdt,1783296000000,1783296900000,4.81400000,4.74300000,EARLY_KILL,-147.49,-169.49,0.00,0
LINK-TSMOM-H12,linkusdt,1783296000000,1783296900000,8.06300000,8.00300000,EARLY_KILL,-74.41,-96.41,0.00,0
BNB-TSMOM-D1,bnbusdt,1783296000000,1783300500000,589.87000000,587.89000000,SL,-33.57,-53.57,33.91,0
SOL-TSMOM-H4,solusdt,1783339200000,1783340100000,80.39000000,79.27000000,EARLY_KILL,-139.32,-159.32,0.00,0
NEAR-TSMOM-H4,nearusdt,1783339200000,1783340100000,1.99600000,1.96000000,EARLY_KILL,-180.36,-202.36,0.00,0
SUI-TSMOM-H4,suiusdt,1783339200000,1783340100000,0.73790000,0.72490000,EARLY_KILL,-176.18,-198.18,1.36,0
TIA-TSMOM-H12,tiausdt,1783339200000,1783340100000,0.37910000,0.37110000,EARLY_KILL,-211.03,-233.03,0.00,0
XRP-TSMOM-H16,xrpusdt,1783353600000,1783358100000,1.14460000,1.14450000,SL,-0.87,-20.87,85.62,0
BNB-TSMOM-D1,bnbusdt,1783382400000,1783386900000,586.01000000,582.48000000,SL,-60.24,-80.24,32.59,0
LINK-TSMOM-H6,linkusdt,1783404000000,1783408500000,7.88800000,7.90800000,SL,25.35,3.35,67.19,0
LINK-TSMOM-H16,linkusdt,1783411200000,1783421100000,7.90800000,7.91200000,SL,5.06,-14.94,64.49,0
INJ-TSMOM-H8,injusdt,1783411200000,1783419300000,4.75800000,4.73900000,SL,-39.93,-61.93,35.73,0
LINK-TSMOM-H6,linkusdt,1783425600000,1783428300000,7.92700000,7.92900000,SL,2.52,-19.48,75.69,0
SOL-TSMOM-H4,solusdt,1783440000000,1783442700000,82.11000000,82.22000000,SL,13.40,-6.60,56.02,0
NEAR-TSMOM-H4,nearusdt,1783440000000,1783440900000,2.06500000,2.04500000,EARLY_KILL,-96.85,-118.85,0.00,0
SUI-TSMOM-H4,suiusdt,1783440000000,1783442700000,0.74250000,0.74740000,GIVEBACK,65.99,43.99,117.17,0
NEAR-TSMOM-H8,nearusdt,1783440000000,1783440900000,2.06500000,2.04500000,EARLY_KILL,-96.85,-118.85,0.00,0
AVAX-TSMOM-H8,avaxusdt,1783440000000,1783442700000,6.77000000,6.78500000,SL,22.16,0.16,57.61,0
TIA-TSMOM-H8,tiausdt,1783440000000,1783442700000,0.39210000,0.39320000,GIVEBACK,28.05,6.05,163.22,0
INJ-TSMOM-H8,injusdt,1783440000000,1783440900000,4.87100000,4.82100000,EARLY_KILL,-102.65,-124.65,0.00,0
SEI-TSMOM-H8,seiusdt,1783440000000,1783440900000,0.04942000,0.04912000,EARLY_KILL,-60.70,-82.70,2.02,0
SOL-ICHI-H8,solusdt,1783440000000,1783442700000,82.11000000,82.22000000,SL,13.40,-6.60,56.02,0
APT-TSMOM-H8,aptusdt,1783440000000,1783442700000,0.64700000,0.64400000,SL,-46.37,-68.37,61.82,0
